data,day_of_week,n1,n2,n3,n4,n5,n6,star
2005-12-29,Thursday,3,4,17,20,23,54,43
2005-12-27,Tuesday,3,5,51,55,82,83,76
2005-12-24,Saturday,26,47,49,66,86,88,44
2005-12-22,Thursday,9,46,54,64,69,72,90
2005-12-20,Tuesday,1,17,31,39,49,71,7
2005-12-17,Saturday,20,23,42,70,80,90,39
2005-12-15,Thursday,6,26,42,51,60,79,47
2005-12-13,Tuesday,52,59,63,72,75,87,89
2005-12-10,Saturday,20,27,28,46,64,85,68
2005-12-09,Friday,15,23,35,38,69,89,22
2005-12-06,Tuesday,18,38,43,57,73,88,67
2005-12-03,Saturday,24,40,53,60,63,68,56
2005-12-01,Thursday,22,30,43,56,69,78,66
2005-11-29,Tuesday,1,12,21,36,40,84,48
2005-11-26,Saturday,23,30,32,41,48,64,78
2005-11-24,Thursday,25,28,34,44,57,80,86
2005-11-22,Tuesday,4,16,31,54,70,87,27
2005-11-19,Saturday,12,14,23,36,72,87,89
2005-11-17,Thursday,20,26,30,39,40,55,73
2005-11-15,Tuesday,48,59,65,69,84,90,46
2005-11-12,Saturday,11,16,54,56,57,82,41
2005-11-10,Thursday,3,15,23,40,51,60,32
2005-11-08,Tuesday,1,13,14,25,72,86,4
2005-11-05,Saturday,13,30,60,67,84,86,78
2005-11-03,Thursday,9,13,17,47,63,81,77
2005-11-02,Wednesday,5,31,57,66,81,85,50
2005-10-29,Saturday,3,6,21,24,37,48,13
2005-10-27,Thursday,17,42,62,67,77,79,74
2005-10-25,Tuesday,17,39,48,55,57,85,15
2005-10-22,Saturday,24,35,38,61,70,86,58
2005-10-20,Thursday,7,48,53,59,70,76,63
2005-10-18,Tuesday,3,33,63,71,78,79,74
2005-10-15,Saturday,13,27,46,68,79,83,32
2005-10-13,Thursday,14,20,35,45,48,66,57
2005-10-11,Tuesday,10,25,35,83,87,90,5
2005-10-08,Saturday,15,25,58,61,83,86,77
2005-10-06,Thursday,5,11,13,55,66,71,25
2005-10-04,Tuesday,5,25,44,54,65,70,43
2005-10-01,Saturday,44,56,63,71,79,90,88
2005-09-29,Thursday,12,23,29,48,52,78,40
2005-09-27,Tuesday,12,33,49,58,69,75,55
2005-09-24,Saturday,4,18,41,52,79,82,39
2005-09-22,Thursday,18,28,34,46,66,82,90
2005-09-20,Tuesday,37,40,70,71,75,80,15
2005-09-17,Saturday,13,14,20,22,44,88,1
2005-09-15,Thursday,19,36,44,46,51,89,9
2005-09-13,Tuesday,18,21,24,28,74,77,13
2005-09-10,Saturday,20,48,57,65,71,90,39
2005-09-08,Thursday,42,64,79,84,87,89,6
2005-09-06,Tuesday,13,22,31,54,55,87,29
2005-09-03,Saturday,3,11,26,36,45,75,1
2005-09-01,Thursday,9,12,20,55,69,81,64
2005-08-30,Tuesday,10,29,53,73,78,83,16
2005-08-27,Saturday,11,14,17,35,43,70,54
2005-08-25,Thursday,7,15,33,40,51,64,17
2005-08-23,Tuesday,7,22,33,48,86,87,39
2005-08-20,Saturday,24,34,56,72,79,88,18
2005-08-18,Thursday,3,15,49,65,70,72,63
2005-08-16,Tuesday,18,22,28,33,57,71,64
2005-08-13,Saturday,7,8,33,39,48,84,23
2005-08-11,Thursday,3,49,68,73,76,80,70
2005-08-09,Tuesday,3,8,13,28,50,61,38
2005-08-06,Saturday,1,4,22,24,38,46,61
2005-08-04,Thursday,24,37,64,81,84,90,74
2005-08-02,Tuesday,24,34,64,66,68,72,65
2005-07-30,Saturday,25,28,29,54,74,88,2
2005-07-28,Thursday,8,18,25,38,41,43,4
2005-07-26,Tuesday,3,17,43,54,75,79,76
2005-07-23,Saturday,41,48,66,81,86,87,50
2005-07-21,Thursday,2,7,16,26,34,80,23
2005-07-19,Tuesday,2,15,39,57,62,73,75
2005-07-16,Saturday,8,22,28,36,74,85,79
2005-07-14,Thursday,8,14,41,55,83,85,7
2005-07-12,Tuesday,5,24,28,41,51,73,29
2005-07-09,Saturday,2,13,18,51,52,55,64
2005-07-07,Thursday,17,21,40,55,64,79,86
2005-07-05,Tuesday,33,39,49,57,76,80,53
2005-07-02,Saturday,1,19,23,50,74,77,18
2005-06-30,Thursday,6,27,42,49,82,86,69
2005-06-28,Tuesday,6,8,49,60,72,74,89
2005-06-25,Saturday,4,8,38,60,82,89,88
2005-06-23,Thursday,9,24,56,68,80,86,14
2005-06-21,Tuesday,10,13,45,51,65,88,43
2005-06-18,Saturday,7,19,27,54,64,78,86
2005-06-15,Wednesday,6,57,58,66,76,80,72
2005-06-11,Saturday,22,35,36,44,74,75,58
2005-06-08,Wednesday,6,8,28,29,32,73,59
2005-06-04,Saturday,15,18,35,55,64,88,50
2005-06-01,Wednesday,3,7,11,35,69,85,19
2005-05-28,Saturday,2,3,10,15,31,61,37
2005-05-25,Wednesday,17,19,35,39,40,51,72
2005-05-21,Saturday,4,15,25,39,45,79,50
2005-05-18,Wednesday,5,9,23,40,57,68,66
2005-05-14,Saturday,6,16,44,45,89,90,82
2005-05-11,Wednesday,5,55,68,69,70,76,14
2005-05-07,Saturday,6,11,21,30,58,63,5
2005-05-04,Wednesday,1,29,49,53,56,74,67
2005-04-30,Saturday,16,31,53,63,70,81,7
2005-04-27,Wednesday,13,15,19,21,82,86,87
2005-04-23,Saturday,1,32,37,68,81,88,74
2005-04-20,Wednesday,19,47,56,57,70,71,11
2005-04-16,Saturday,5,13,20,32,38,59,7
2005-04-13,Wednesday,1,52,70,73,83,89,56
2005-04-09,Saturday,29,30,61,65,73,81,58
2005-04-06,Wednesday,28,41,56,75,83,90,44
2005-04-02,Saturday,7,24,42,49,54,65,44
2005-03-30,Wednesday,6,55,61,65,78,89,13
2005-03-26,Saturday,42,55,59,61,70,73,41
2005-03-23,Wednesday,11,32,36,52,63,66,26
2005-03-19,Saturday,12,33,40,52,53,85,22
2005-03-16,Wednesday,4,10,18,53,75,80,85
2005-03-12,Saturday,2,8,30,74,76,88,37
2005-03-09,Wednesday,26,31,50,71,85,87,18
2005-03-05,Saturday,19,21,36,55,77,87,51
2005-03-02,Wednesday,15,31,62,68,72,73,25
2005-02-26,Saturday,4,23,28,60,64,65,35
2005-02-23,Wednesday,8,17,36,37,60,65,13
2005-02-19,Saturday,22,26,32,38,42,86,85
2005-02-16,Wednesday,6,8,18,51,80,89,47
2005-02-12,Saturday,13,18,24,50,58,66,64
2005-02-09,Wednesday,23,35,36,51,59,80,53
2005-02-05,Saturday,45,60,67,69,70,87,34
2005-02-02,Wednesday,28,32,46,49,85,87,52
2005-01-29,Saturday,1,16,18,43,47,78,59
2005-01-26,Wednesday,1,22,24,44,47,79,43
2005-01-22,Saturday,15,45,62,63,80,82,44
2005-01-19,Wednesday,7,43,46,70,77,89,38
2005-01-15,Saturday,14,31,34,78,89,90,55
2005-01-12,Wednesday,2,12,16,20,24,79,83
2005-01-08,Saturday,11,25,63,72,76,87,59
2005-01-05,Wednesday,51,53,63,75,76,87,46
2005-01-03,Monday,10,21,22,43,61,66,47
2004-12-29,Wednesday,2,24,49,56,76,78,44
2004-12-27,Monday,4,59,68,72,74,87,12
2004-12-22,Wednesday,14,15,54,77,80,82,55
2004-12-18,Saturday,11,23,47,48,80,87,89
2004-12-15,Wednesday,3,4,15,21,61,67,55
2004-12-11,Saturday,8,41,60,70,73,85,55
2004-12-09,Thursday,6,8,15,18,33,75,87
2004-12-04,Saturday,20,24,38,42,44,79,50
2004-12-01,Wednesday,3,41,64,65,74,90,80
2004-11-27,Saturday,27,35,54,61,83,89,57
2004-11-24,Wednesday,43,45,46,47,69,90,21
2004-11-20,Saturday,29,30,38,54,66,78,80
2004-11-17,Wednesday,19,21,27,47,59,88,29
2004-11-13,Saturday,2,21,33,38,45,46,54
2004-11-10,Wednesday,15,51,63,79,83,90,64
2004-11-06,Saturday,13,18,21,31,41,56,33
2004-11-03,Wednesday,24,35,39,60,72,75,20
2004-10-30,Saturday,4,13,19,30,53,81,42
2004-10-27,Wednesday,10,14,17,56,65,84,25
2004-10-23,Saturday,12,40,51,68,73,77,69
2004-10-20,Wednesday,13,33,47,48,70,85,7
2004-10-16,Saturday,12,14,27,35,73,88,66
2004-10-13,Wednesday,19,44,57,69,71,87,65
2004-10-09,Saturday,7,32,44,47,65,79,48
2004-10-06,Wednesday,3,11,19,28,52,87,72
2004-10-02,Saturday,9,37,41,46,65,79,83
2004-09-29,Wednesday,2,11,22,25,60,78,74
2004-09-25,Saturday,2,49,56,76,86,89,10
2004-09-22,Wednesday,11,67,72,74,75,77,44
2004-09-18,Saturday,2,21,24,27,42,68,63
2004-09-15,Wednesday,8,36,49,59,70,87,73
2004-09-11,Saturday,16,20,43,77,78,84,42
2004-09-08,Wednesday,41,43,53,65,67,80,77
2004-09-04,Saturday,35,37,41,43,51,88,2
2004-09-01,Wednesday,5,15,66,67,82,84,64
2004-08-28,Saturday,18,35,50,57,67,72,16
2004-08-25,Wednesday,1,27,37,42,53,61,70
2004-08-21,Saturday,32,42,55,74,78,88,71
2004-08-18,Wednesday,4,19,51,57,66,89,78
2004-08-14,Saturday,29,40,52,59,71,84,60
2004-08-11,Wednesday,6,42,43,46,53,70,35
2004-08-07,Saturday,8,29,38,53,77,80,27
2004-08-04,Wednesday,12,17,27,44,72,90,11
2004-07-31,Saturday,17,29,63,66,70,89,82
2004-07-28,Wednesday,2,13,22,53,60,85,16
2004-07-24,Saturday,5,17,18,27,33,47,80
2004-07-21,Wednesday,8,13,31,42,58,88,46
2004-07-17,Saturday,29,53,54,72,76,90,20
2004-07-14,Wednesday,8,18,26,36,41,52,90
2004-07-10,Saturday,13,30,47,66,74,81,70
2004-07-07,Wednesday,14,23,29,44,48,74,73
2004-07-03,Saturday,14,18,22,27,39,58,43
2004-06-30,Wednesday,10,22,34,43,62,68,40
2004-06-26,Saturday,18,37,40,45,54,56,57
2004-06-23,Wednesday,11,15,58,66,74,79,3
2004-06-19,Saturday,4,8,11,36,55,83,49
2004-06-16,Wednesday,20,55,59,73,87,90,40
2004-06-12,Saturday,38,44,46,55,67,85,29
2004-06-09,Wednesday,1,2,26,31,42,64,11
2004-06-05,Saturday,29,34,37,55,62,78,24
2004-06-03,Thursday,13,16,42,61,63,81,10
2004-05-29,Saturday,1,5,16,60,84,86,57
2004-05-26,Wednesday,26,65,73,76,81,90,13
2004-05-22,Saturday,14,33,35,46,50,66,44
2004-05-19,Wednesday,9,22,36,47,69,85,78
2004-05-15,Saturday,14,46,49,60,77,86,33
2004-05-12,Wednesday,13,14,40,66,79,85,80
2004-05-08,Saturday,3,34,62,63,72,73,15
2004-05-05,Wednesday,2,22,37,46,57,74,63
2004-05-03,Monday,2,7,24,56,82,85,62
2004-04-28,Wednesday,35,42,60,88,89,90,86
2004-04-24,Saturday,7,19,27,51,63,86,62
2004-04-21,Wednesday,29,61,62,69,80,85,5
2004-04-17,Saturday,3,14,50,59,82,84,2
2004-04-14,Wednesday,24,51,64,69,71,77,63
2004-04-10,Saturday,3,9,41,69,74,79,89
2004-04-07,Wednesday,4,16,17,52,62,67,49
2004-04-03,Saturday,6,7,13,35,56,87,48
2004-03-31,Wednesday,32,40,45,47,56,71,64
2004-03-27,Saturday,4,15,39,41,49,68,34
2004-03-24,Wednesday,24,50,58,69,87,88,3
2004-03-20,Saturday,21,41,60,69,71,83,65
2004-03-17,Wednesday,5,17,53,56,61,83,86
2004-03-13,Saturday,4,8,12,44,77,88,71
2004-03-10,Wednesday,30,52,55,65,71,80,39
2004-03-06,Saturday,8,19,25,49,50,54,40
2004-03-03,Wednesday,12,23,52,69,75,85,43
2004-02-28,Saturday,11,29,60,61,82,84,33
2004-02-25,Wednesday,66,72,76,77,81,85,82
2004-02-21,Saturday,4,13,18,58,71,84,3
2004-02-18,Wednesday,12,20,55,79,81,82,2
2004-02-14,Saturday,17,35,41,81,82,86,13
2004-02-11,Wednesday,12,19,38,43,52,85,33
2004-02-07,Saturday,17,24,34,59,72,82,40
2004-02-04,Wednesday,11,30,51,54,88,90,2
2004-01-31,Saturday,4,11,26,53,63,66,8
2004-01-28,Wednesday,7,41,48,54,72,88,12
2004-01-24,Saturday,22,27,48,52,81,83,43
2004-01-21,Wednesday,3,36,53,64,80,90,4
2004-01-17,Saturday,4,6,19,40,60,79,89
2004-01-14,Wednesday,5,15,59,65,70,82,14
2004-01-10,Saturday,15,25,26,32,51,61,63
2004-01-07,Wednesday,2,33,41,56,62,74,14
2004-01-03,Saturday,29,32,36,72,77,82,20
2003-12-31,Wednesday,3,15,31,36,43,82,57
2003-12-27,Saturday,7,19,37,51,53,74,77
2003-12-24,Wednesday,3,19,33,36,72,84,54
2003-12-20,Saturday,3,36,40,42,54,59,64
2003-12-17,Wednesday,1,3,42,48,73,83,4
2003-12-13,Saturday,20,48,50,58,65,78,62
2003-12-10,Wednesday,6,37,62,73,79,90,48
2003-12-06,Saturday,1,2,18,27,43,47,78
2003-12-03,Wednesday,7,20,29,55,71,81,59
2003-11-29,Saturday,38,50,63,65,84,88,26
2003-11-26,Wednesday,46,66,68,70,78,79,54
2003-11-22,Saturday,3,27,54,65,81,83,58
2003-11-19,Wednesday,2,11,23,31,40,86,29
2003-11-15,Saturday,35,54,78,81,86,88,50
2003-11-12,Wednesday,18,29,32,55,79,82,52
2003-11-08,Saturday,7,30,43,52,57,82,75
2003-11-05,Wednesday,13,14,24,29,73,79,46
2003-11-03,Monday,9,25,37,73,80,81,13
2003-10-29,Wednesday,2,12,20,52,54,63,69
2003-10-25,Saturday,49,54,55,62,66,88,12
2003-10-22,Wednesday,14,15,64,76,80,86,81
2003-10-18,Saturday,1,4,14,41,44,82,30
2003-10-15,Wednesday,11,26,30,34,43,73,40
2003-10-11,Saturday,13,16,25,45,47,55,22
2003-10-08,Wednesday,1,8,26,41,70,84,2
2003-10-04,Saturday,22,62,68,73,75,87,47
2003-10-01,Wednesday,17,55,66,81,86,89,19
2003-09-27,Saturday,17,52,55,65,82,90,85
2003-09-24,Wednesday,3,26,39,41,56,61,82
2003-09-20,Saturday,42,44,51,64,65,77,35
2003-09-17,Wednesday,25,33,64,67,68,73,58
2003-09-13,Saturday,1,18,34,39,48,64,8
2003-09-10,Wednesday,39,50,51,64,72,81,18
2003-09-06,Saturday,16,17,49,50,74,81,19
2003-09-03,Wednesday,18,45,47,56,77,78,52
2003-08-30,Saturday,2,5,36,61,86,88,44
2003-08-27,Wednesday,1,8,22,28,64,77,21
2003-08-23,Saturday,6,42,68,70,75,87,73
2003-08-20,Wednesday,8,9,10,18,42,63,49
2003-08-16,Saturday,35,52,55,61,80,83,36
2003-08-13,Wednesday,9,11,39,44,49,86,47
2003-08-09,Saturday,37,48,55,76,87,90,71
2003-08-06,Wednesday,8,21,24,42,72,73,51
2003-08-02,Saturday,12,41,45,51,66,77,40
2003-07-30,Wednesday,7,18,46,74,82,90,60
2003-07-26,Saturday,3,4,8,28,77,86,68
2003-07-23,Wednesday,1,10,35,57,67,78,85
2003-07-19,Saturday,7,14,27,47,80,87,33
2003-07-16,Wednesday,15,18,29,37,47,50,22
2003-07-12,Saturday,10,11,46,80,83,88,15
2003-07-09,Wednesday,36,38,39,66,76,83,3
2003-07-05,Saturday,50,62,68,70,74,80,22
2003-07-02,Wednesday,9,13,16,17,34,57,37
2003-06-28,Saturday,14,18,34,48,49,74,4
2003-06-25,Wednesday,1,9,40,59,73,74,70
2003-06-21,Saturday,7,19,39,45,48,86,90
2003-06-18,Wednesday,2,12,26,30,65,74,39
2003-06-14,Saturday,6,25,46,59,71,83,61
2003-06-11,Wednesday,7,32,40,43,47,87,5
2003-06-07,Saturday,15,37,38,57,76,87,30
2003-06-04,Wednesday,17,29,35,45,76,84,51
2003-05-31,Saturday,30,44,47,48,53,56,72
2003-05-28,Wednesday,40,44,62,76,85,90,10
2003-05-24,Saturday,12,35,54,58,61,65,60
2003-05-21,Wednesday,5,28,48,53,75,88,4
2003-05-17,Saturday,5,39,61,75,79,90,38
2003-05-14,Wednesday,16,21,38,44,67,87,28
2003-05-10,Saturday,22,38,46,47,77,86,53
2003-05-07,Wednesday,1,2,4,19,26,89,6
2003-05-03,Saturday,2,6,12,17,19,63,50
2003-04-30,Wednesday,35,38,60,68,74,86,53
2003-04-26,Saturday,10,18,26,39,62,68,86
2003-04-23,Wednesday,11,21,40,66,68,83,89
2003-04-19,Saturday,11,26,45,53,69,75,64
2003-04-16,Wednesday,15,22,37,64,88,90,26
2003-04-12,Saturday,4,61,63,79,84,85,3
2003-04-09,Wednesday,4,14,16,44,76,77,15
2003-04-05,Saturday,12,18,47,63,75,81,60
2003-04-02,Wednesday,27,28,40,63,67,78,83
2003-03-29,Saturday,1,31,54,80,81,85,26
2003-03-26,Wednesday,15,37,43,51,61,89,79
2003-03-22,Saturday,32,34,37,49,52,68,71
2003-03-19,Wednesday,1,17,46,58,67,75,41
2003-03-15,Saturday,23,27,43,56,71,75,58
2003-03-12,Wednesday,5,27,30,58,78,82,68
2003-03-08,Saturday,8,27,34,42,83,88,24
2003-03-05,Wednesday,29,40,57,67,76,79,87
2003-03-01,Saturday,8,12,27,72,80,84,19
2003-02-26,Wednesday,1,41,48,49,84,87,80
2003-02-22,Saturday,17,41,45,81,82,88,39
2003-02-19,Wednesday,12,19,51,61,62,90,1
2003-02-15,Saturday,3,9,12,36,71,85,8
2003-02-12,Wednesday,14,22,24,34,60,85,61
2003-02-08,Saturday,3,14,31,32,64,79,50
2003-02-05,Wednesday,12,18,54,71,80,85,24
2003-02-01,Saturday,14,24,40,56,81,90,20
2003-01-29,Wednesday,5,11,22,27,36,90,84
2003-01-25,Saturday,33,37,41,56,65,82,10
2003-01-22,Wednesday,51,57,58,69,86,89,7
2003-01-18,Saturday,50,62,70,75,82,90,74
2003-01-15,Wednesday,2,46,49,56,82,84,37
2003-01-11,Saturday,11,12,27,39,67,90,34
2003-01-08,Wednesday,5,26,49,50,73,90,65
2003-01-04,Saturday,16,17,26,28,37,85,55
2003-01-02,Thursday,6,18,34,43,58,80,8
2002-12-31,Tuesday,24,31,37,45,71,81,72
2002-12-28,Saturday,14,17,62,75,76,85,35
2002-12-27,Friday,33,41,49,50,73,87,27
2002-12-24,Tuesday,1,3,6,42,81,83,87
2002-12-21,Saturday,2,27,52,65,70,82,90
2002-12-19,Thursday,18,27,49,59,81,88,17
2002-12-17,Tuesday,5,27,30,31,34,86,87
2002-12-14,Saturday,14,35,36,47,58,69,89
2002-12-12,Thursday,3,8,21,33,46,86,37
2002-12-10,Tuesday,22,31,63,76,78,79,58
2002-12-07,Saturday,6,17,23,55,56,68,41
2002-12-05,Thursday,14,17,21,31,33,69,78
2002-12-03,Tuesday,4,5,11,26,34,36,72
2002-11-30,Saturday,17,34,35,56,65,85,61
2002-11-27,Wednesday,10,16,20,26,48,56,63
2002-11-23,Saturday,14,42,68,69,80,85,54
2002-11-20,Wednesday,18,26,44,51,63,90,68
2002-11-16,Saturday,5,11,23,47,58,60,8
2002-11-13,Wednesday,5,44,45,53,73,89,41
2002-11-09,Saturday,12,34,39,52,61,83,7
2002-11-06,Wednesday,11,13,25,59,61,87,77
2002-11-02,Saturday,1,15,22,33,42,80,53
2002-10-30,Wednesday,13,15,36,78,82,86,67
2002-10-26,Saturday,27,70,73,84,88,90,4
2002-10-23,Wednesday,40,43,46,57,77,82,47
2002-10-19,Saturday,10,21,23,35,55,89,53
2002-10-16,Wednesday,10,27,37,57,66,78,9
2002-10-12,Saturday,1,2,8,12,48,66,28
2002-10-09,Wednesday,21,22,52,59,65,76,40
2002-10-05,Saturday,9,15,25,40,44,71,84
2002-10-02,Wednesday,14,18,54,63,70,87,74
2002-09-28,Saturday,34,56,61,62,70,77,59
2002-09-25,Wednesday,23,50,54,56,78,83,65
2002-09-21,Saturday,1,10,16,51,76,89,49
2002-09-18,Wednesday,11,18,55,77,81,85,58
2002-09-14,Saturday,20,23,30,44,78,88,56
2002-09-11,Wednesday,16,23,55,83,86,89,9
2002-09-07,Saturday,16,51,57,64,72,90,63
2002-09-04,Wednesday,10,41,52,53,61,88,89
2002-08-31,Saturday,21,28,29,36,45,54,5
2002-08-28,Wednesday,1,7,42,49,77,88,46
2002-08-24,Saturday,8,25,26,38,66,79,49
2002-08-21,Wednesday,17,23,33,44,46,69,7
2002-08-17,Saturday,15,30,33,35,87,88,90
2002-08-14,Wednesday,5,7,20,25,38,59,63
2002-08-10,Saturday,16,29,32,40,48,70,38
2002-08-07,Wednesday,7,8,53,72,82,84,22
2002-08-03,Saturday,23,26,32,52,71,75,35
2002-07-31,Wednesday,8,12,36,62,68,81,51
2002-07-27,Saturday,11,20,24,31,40,49,88
2002-07-24,Wednesday,5,17,44,62,80,88,69
2002-07-20,Saturday,11,19,57,63,84,89,35
2002-07-17,Wednesday,17,20,44,57,71,76,14
2002-07-13,Saturday,21,38,63,70,71,83,7
2002-07-10,Wednesday,19,37,50,73,75,85,61
2002-07-06,Saturday,3,15,28,76,83,86,56
2002-07-03,Wednesday,14,21,34,37,66,73,74
2002-06-29,Saturday,1,4,50,66,69,77,42
2002-06-26,Wednesday,9,11,17,38,81,88,46
2002-06-22,Saturday,16,37,42,46,60,64,11
2002-06-19,Wednesday,22,24,30,58,60,89,26
2002-06-15,Saturday,8,16,33,64,71,86,90
2002-06-12,Wednesday,37,51,58,62,63,86,78
2002-06-08,Saturday,1,38,70,75,83,86,52
2002-06-05,Wednesday,4,41,43,51,85,89,64
2002-06-01,Saturday,38,50,58,80,85,90,84
2002-05-29,Wednesday,21,36,38,72,79,82,25
2002-05-25,Saturday,40,46,49,62,77,88,2
2002-05-22,Wednesday,12,26,27,42,66,89,41
2002-05-18,Saturday,13,28,31,58,59,79,45
2002-05-15,Wednesday,23,26,34,35,71,84,53
2002-05-11,Saturday,10,17,51,54,62,65,81
2002-05-08,Wednesday,25,55,57,67,69,86,2
2002-05-04,Saturday,1,6,60,61,69,86,3
2002-05-02,Thursday,7,15,17,26,36,54,10
2002-04-27,Saturday,21,37,41,45,60,71,23
2002-04-24,Wednesday,27,42,45,62,74,87,2
2002-04-20,Saturday,19,42,45,51,62,88,18
2002-04-17,Wednesday,24,27,35,43,64,88,8
2002-04-13,Saturday,18,21,76,79,80,84,57
2002-04-10,Wednesday,2,28,43,57,79,90,15
2002-04-06,Saturday,19,23,29,44,69,89,60
2002-04-03,Wednesday,15,37,40,47,64,81,49
2002-03-30,Saturday,30,56,57,73,82,84,41
2002-03-27,Wednesday,3,11,16,38,69,82,17
2002-03-23,Saturday,1,29,35,38,45,51,86
2002-03-20,Wednesday,15,35,42,45,55,77,43
2002-03-16,Saturday,5,30,34,50,82,84,28
2002-03-13,Wednesday,20,40,64,68,76,90,59
2002-03-09,Saturday,44,56,57,76,86,88,19
2002-03-06,Wednesday,5,6,32,61,67,85,35
2002-03-02,Saturday,19,26,28,45,86,88,79
2002-02-27,Wednesday,29,33,40,47,54,87,27
2002-02-23,Saturday,14,17,56,59,69,88,13
2002-02-20,Wednesday,1,61,66,70,78,81,85
2002-02-16,Saturday,6,36,37,59,61,62,38
2002-02-13,Wednesday,14,39,53,55,73,87,3
2002-02-09,Saturday,9,35,45,77,85,87,72
2002-02-06,Wednesday,29,37,53,62,79,85,51
2002-02-02,Saturday,21,28,60,68,71,88,89
2002-01-30,Wednesday,3,6,34,49,79,83,32
2002-01-26,Saturday,25,33,41,51,66,76,28
2002-01-23,Wednesday,12,41,52,55,84,85,45
2002-01-19,Saturday,15,19,30,46,47,71,72
2002-01-16,Wednesday,3,13,20,35,46,58,71
2002-01-12,Saturday,12,26,45,75,82,84,33
2002-01-09,Wednesday,15,30,37,52,61,87,10
2002-01-05,Saturday,50,52,54,76,77,86,64
2002-01-02,Wednesday,23,31,33,39,74,84,45
2001-12-31,Monday,41,51,54,63,66,69,35
2001-12-29,Saturday,24,26,49,53,68,83,29
2001-12-27,Thursday,20,21,26,53,80,90,4
2001-12-22,Saturday,3,21,32,48,59,68,18
2001-12-19,Wednesday,19,25,49,53,81,84,64
2001-12-15,Saturday,1,14,68,70,75,83,89
2001-12-12,Wednesday,4,14,20,61,75,78,56
2001-12-10,Monday,5,19,40,51,85,87,88
2001-12-05,Wednesday,14,32,47,48,63,79,46
2001-12-01,Saturday,32,48,50,55,58,86,4
2001-11-28,Wednesday,21,32,35,40,66,83,50
2001-11-24,Saturday,6,7,16,51,62,83,36
2001-11-21,Wednesday,14,53,55,65,83,87,74
2001-11-17,Saturday,1,7,10,23,66,88,18
2001-11-14,Wednesday,3,4,16,36,74,89,40
2001-11-10,Saturday,1,34,42,50,70,72,11
2001-11-07,Wednesday,8,10,23,35,40,46,9
2001-11-03,Saturday,7,24,30,59,66,89,74
2001-10-31,Wednesday,5,11,17,21,28,63,50
2001-10-27,Saturday,25,32,36,46,57,58,73
2001-10-24,Wednesday,12,23,48,70,85,86,78
2001-10-20,Saturday,16,19,20,30,31,47,83
2001-10-17,Wednesday,18,49,60,64,80,84,79
2001-10-13,Saturday,13,28,45,58,70,86,60
2001-10-10,Wednesday,14,35,37,52,66,72,12
2001-10-06,Saturday,3,11,43,50,85,88,45
2001-10-03,Wednesday,14,42,45,49,71,86,72
2001-09-29,Saturday,3,4,7,55,61,77,75
2001-09-26,Wednesday,14,62,69,70,86,88,9
2001-09-22,Saturday,22,26,27,28,72,73,1
2001-09-19,Wednesday,10,21,30,45,55,57,64
2001-09-15,Saturday,2,14,38,53,56,71,48
2001-09-12,Wednesday,3,5,10,32,44,75,49
2001-09-08,Saturday,12,25,49,53,67,73,37
2001-09-05,Wednesday,8,43,53,69,74,79,75
2001-09-01,Saturday,10,11,16,45,46,55,31
2001-08-29,Wednesday,5,11,44,57,86,90,39
2001-08-25,Saturday,1,9,27,36,68,70,85
2001-08-22,Wednesday,10,12,38,57,72,84,11
2001-08-18,Saturday,6,7,14,53,54,85,3
2001-08-16,Thursday,7,58,61,62,73,74,79
2001-08-11,Saturday,21,25,31,44,49,52,61
2001-08-08,Wednesday,1,8,14,27,83,87,5
2001-08-04,Saturday,5,22,49,63,65,66,76
2001-08-01,Wednesday,5,39,43,53,63,82,33
2001-07-28,Saturday,27,31,34,47,58,75,62
2001-07-25,Wednesday,39,56,64,75,76,90,53
2001-07-21,Saturday,3,9,35,65,80,84,26
2001-07-18,Wednesday,4,22,37,43,63,80,46
2001-07-14,Saturday,1,31,44,59,64,77,53
2001-07-11,Wednesday,7,10,23,33,68,85,30
2001-07-07,Saturday,10,50,53,78,82,86,90
2001-07-04,Wednesday,13,29,40,61,73,81,4
2001-06-30,Saturday,22,31,45,68,84,88,54
2001-06-27,Wednesday,16,20,27,31,32,77,14
2001-06-23,Saturday,4,15,22,34,77,87,81
2001-06-20,Wednesday,25,32,34,54,64,83,56
2001-06-16,Saturday,7,12,19,21,60,81,4
2001-06-13,Wednesday,58,61,70,78,84,87,83
2001-06-09,Saturday,4,18,24,29,41,59,40
2001-06-06,Wednesday,7,18,44,48,51,63,73
2001-06-04,Monday,36,48,70,77,82,88,37
2001-05-30,Wednesday,11,18,42,44,45,83,7
2001-05-26,Saturday,5,26,37,43,45,64,54
2001-05-23,Wednesday,8,39,55,56,57,63,45
2001-05-19,Saturday,6,36,52,68,80,81,87
2001-05-16,Wednesday,13,15,18,49,65,73,67
2001-05-12,Saturday,3,32,37,42,43,89,57
2001-05-09,Wednesday,7,30,47,76,83,89,11
2001-05-05,Saturday,9,22,26,67,71,89,36
2001-05-02,Wednesday,2,45,59,70,75,82,26
2001-04-28,Saturday,2,14,32,43,44,55,12
2001-04-26,Thursday,4,22,27,45,58,86,55
2001-04-21,Saturday,2,7,12,31,38,71,63
2001-04-18,Wednesday,10,26,32,41,42,54,31
2001-04-14,Saturday,10,11,64,74,82,88,33
2001-04-11,Wednesday,11,41,52,71,81,89,38
2001-04-07,Saturday,5,12,40,61,63,88,31
